"Year","Area","Street","Street.2"
2011,"Birmingham","Lower̴Bull̴St","Lower Bull St"
2011,"Birmingham","Lower̴Parade,̴Sutton","Lower Parade, Sutton"
2011,"Birmingham","Lower̴Parade,̴Sutton̴Coldfield","Lower Parade, Sutton Coldfield"
2011,"Birmingham","Macdonalds,̴Bordesley̴Green̴East","Macdonalds, Bordesley Green East"
2011,"Birmingham","Macdonalds,̴Ramp,̴City̴Centre,̴Birmingham","Macdonalds, Ramp, City Centre, Birmingham"
2011,"Birmingham","Mailbox,̴Birmingham","Mailbox, Birmingham"
2011,"Birmingham","Mcdonald̴St,̴Birmingham","Mcdonald St, Birmingham"
2011,"Birmingham","Millward̴Close,̴Small̴Heath","Millward Close, Small Heath"
2011,"Birmingham","Mono̴Bar,̴Arcadian̴Centre","Mono Bar, Arcadian Centre"
2011,"Birmingham","Mono̴Bar,Ladywell̴Walk,̴City̴Centre","Mono Bar,Ladywell Walk, City Centre"
2011,"Birmingham","Moor̴St","Moor St"
2011,"Birmingham","Moor̴St","Moor St"
2011,"Birmingham","Moor̴St̴Entance̴To̴Bull̴Ring","Moor St Entance To Bull Ring"
2011,"Birmingham","Moore̴St,̴Birmingham","Moore St, Birmingham"
2011,"Birmingham","Moore̴St,̴City̴Centre,̴Birmingham","Moore St, City Centre, Birmingham"
2011,"Birmingham","Moseley̴Park,Alcester̴St","Moseley Park,Alcester St"
2011,"Birmingham","Navigation̴St,̴Birmingham","Navigation St, Birmingham"
2011,"Birmingham","Navigation̴St","Navigation St"
2011,"Birmingham","Near̴To̴Hair̴&̴Beauty,̴Soho̴Rd","Near To Hair & Beauty, Soho Rd"
2011,"Birmingham","New̴Meeting̴St,City̴Centre","New Meeting St,City Centre"
2011,"Birmingham","New̴St","New St"
2011,"Birmingham","New̴St̴B Ham̴City̴Centre","New St B Ham City Centre"
2011,"Birmingham","New̴St̴City̴Centre","New St City Centre"
2011,"Birmingham","New̴St̴Railway̴Station","New St Railway Station"
2011,"Birmingham","New̴St̴Railway̴Station","New St Railway Station"
2011,"Birmingham","New̴St̴Railway̴Station","New St Railway Station"
2011,"Birmingham","New̴St,̴Birmingham","New St, Birmingham"
2011,"Birmingham","New̴St","New St"
2011,"Birmingham","New̴St","New St"
2011,"Birmingham","New̴St","New St"
2011,"Birmingham","New̴St","New St"
2011,"Birmingham","New̴St","New St"
2011,"Birmingham","New̴St","New St"
2011,"Birmingham","New̴St","New St"
2011,"Birmingham","New̴St","New St"
2011,"Birmingham","New̴St̴ ̴Stephenson̴St","New St Stephenson St"
2011,"Birmingham","New̴St̴City̴Centre,̴Birmingham","New St City Centre, Birmingham"
2011,"Birmingham","New̴St̴Railwaty","New St Railwaty"
2011,"Birmingham","New̴St̴Station","New St Station"
2011,"Birmingham","New̴St̴Station","New St Station"
2011,"Birmingham","New̴St̴Station","New St Station"
2011,"Birmingham","New̴St̴Station","New St Station"
2011,"Birmingham","New̴St̴Station,̴Birmingham","New St Station, Birmingham"
2011,"Birmingham","New̴St̴Station,̴Station̴Approach","New St Station, Station Approach"
2011,"Birmingham","New̴St,̴Birmingham","New St, Birmingham"
2011,"Birmingham","New̴St,̴Birmingham","New St, Birmingham"
2011,"Birmingham","New̴St,̴Birmingham","New St, Birmingham"
2011,"Birmingham","New̴St,̴City̴Centre","New St, City Centre"
2011,"Birmingham","New̴St,̴City̴Centre","New St, City Centre"
2011,"Birmingham","New̴St,̴City̴Centre","New St, City Centre"
2011,"Birmingham","New̴St,̴City̴Centre","New St, City Centre"
2011,"Birmingham","Newtown̴Housing̴Centre","Newtown Housing Centre"
2011,"Birmingham","Newtown̴Row","Newtown Row"
2011,"Birmingham","Next̴Clearance̴Store,̴Corporation̴St","Next Clearance Store, Corporation St"
2011,"Birmingham","Nineva̴Rd̴Ayt̴Soho̴Rd","Nineva Rd Ayt Soho Rd"
2011,"Birmingham","Not̴Known","Not Known"
2011,"Birmingham","O/S̴Bham̴Crown̴Court","O/S Bham Crown Court"
2011,"Birmingham","O/S̴Flairs̴Broad̴St","O/S Flairs Broad St"
2011,"Birmingham","O/S̴Flares̴Club,̴Broad̴St,̴Birmingham","O/S Flares Club, Broad St, Birmingham"
2011,"Birmingham","O/S̴Gatecrasher̴Broad̴St","O/S Gatecrasher Broad St"
2011,"Birmingham","O/S̴Mcdonalds,̴Ramp,̴City̴Centre","O/S Mcdonalds, Ramp, City Centre"
2011,"Birmingham","O/S̴New̴St̴Station","O/S New St Station"
2011,"Birmingham","O/S̴Oceania,̴Ladywell̴Walk,̴Birmingham","O/S Oceania, Ladywell Walk, Birmingham"
2011,"Birmingham","O/S̴Reflex̴Broad̴St,̴City̴Centre","O/S Reflex Broad St, City Centre"
2011,"Birmingham","O/S̴The̴Crown̴Ph̴Station̴Rd","O/S The Crown Ph Station Rd"
2011,"Birmingham","O/S̴Walkabout̴Broad̴St","O/S Walkabout Broad St"
2011,"Birmingham","O2̴Academy","O2 Academy"
2011,"Birmingham","O2̴Academy,̴Horsefair","O2 Academy, Horsefair"
2011,"Birmingham","Oh̴Bar,̴Broad̴St,̴Birmingham","Oh Bar, Broad St, Birmingham"
2011,"Birmingham","O Neils,̴Broad̴St,̴Birmingham","O Neils, Broad St, Birmingham"
2011,"Birmingham","Os̴Birmingham̴Magistrates̴Court","Os Birmingham Magistrates Court"
2011,"Birmingham","Os̴Dubliner̴Ph","Os Dubliner Ph"
2011,"Birmingham","Outside̴Bliss̴̴Broad̴St","Outside Bliss Broad St"
2011,"Birmingham","Outside̴Bliss̴Nightclub","Outside Bliss Nightclub"
2011,"Birmingham","Outside̴Bliss̴Nightclub","Outside Bliss Nightclub"
2011,"Birmingham","Outside̴Bliss,Broad̴St","Outside Bliss,Broad St"
2011,"Birmingham","Outside̴O̴Velvet,̴Broad̴St","Outside O Velvet, Broad St"
2011,"Birmingham","Outside̴Oceana̴Club","Outside Oceana Club"
2011,"Birmingham","Outside̴Reflex̴Nightclub","Outside Reflex Nightclub"
2011,"Birmingham","Outside̴Revolution̴Bridge̴St̴Walsal","Outside Revolution Bridge St Walsal"
2011,"Birmingham","Outside̴Rocket̴Club̴Broad̴St","Outside Rocket Club Broad St"
2011,"Birmingham","Outside̴Walkabout,Broad̴St","Outside Walkabout,Broad St"
2011,"Birmingham","O Velvet,̴Nightclub,̴Broad̴St,̴Birmingham","O Velvet, Nightclub, Broad St, Birmingham"
2011,"Birmingham","Oxhill̴Rd","Oxhill Rd"
2011,"Birmingham","Pagoda̴Island","Pagoda Island"
2011,"Birmingham","Paradise̴Forum","Paradise Forum"
2011,"Birmingham","Paradise̴Forum̴City̴Centre̴Birmingham","Paradise Forum City Centre Birmingham"
2011,"Birmingham","Paradise̴Forum,̴Victoria̴Square,̴Birmingham","Paradise Forum, Victoria Square, Birmingham"
2011,"Birmingham","Pershore̴St̴Car̴Park","Pershore St Car Park"
2011,"Birmingham","Pershore̴St̴Rd,̴City̴Centre","Pershore St Rd, City Centre"
2011,"Birmingham","Pershore̴St,̴City̴Centre","Pershore St, City Centre"
2011,"Birmingham","Pizza̴Hut,̴New̴St,̴Birmingham","Pizza Hut, New St, Birmingham"
2011,"Birmingham","Quigley̴Ave","Quigley Ave"
2011,"Birmingham","Rag̴Market,̴City̴Centre","Rag Market, City Centre"
2011,"Birmingham","Reflex̴On̴Broad̴St,̴Birmingham","Reflex On Broad St, Birmingham"
2011,"Birmingham","Regency̴Wharf","Regency Wharf"
2011,"Birmingham","Risa̴Bar,̴Birmingham","Risa Bar, Birmingham"
2011,"Birmingham","Risa,Broad̴St","Risa,Broad St"
2011,"Birmingham","Rookery̴Rd,̴Handsworth","Rookery Rd, Handsworth"
2011,"Birmingham","Rottersley̴St,̴Birmingham","Rottersley St, Birmingham"
2011,"Birmingham","Rotunda̴Island,̴City̴Centre","Rotunda Island, City Centre"
2011,"Birmingham","Sainsburys̴Colmore̴Row","Sainsburys Colmore Row"
2011,"Birmingham","Sandringham̴Rd","Sandringham Rd"
2011,"Birmingham","Sandwell̴Hospital","Sandwell Hospital"
2011,"Birmingham","Sence̴In̴The̴Arcadian","Sence In The Arcadian"
2011,"Birmingham","Sense̴Nightclub,̴Arcadia,̴Birmingham","Sense Nightclub, Arcadia, Birmingham"
2011,"Birmingham","Shadwell̴St","Shadwell St"
2011,"Birmingham","Shakespeare̴Bar,̴New̴St̴Station","Shakespeare Bar, New St Station"
2011,"Birmingham","Shakespeare̴Ph,̴New̴St̴Station","Shakespeare Ph, New St Station"
2011,"Birmingham","Sheepcote̴St,̴Birmingham","Sheepcote St, Birmingham"
2011,"Birmingham","Sioho̴Rd,̴Handsworth","Sioho Rd, Handsworth"
2011,"Birmingham","Slade̴Rd,̴Erdington","Slade Rd, Erdington"
2011,"Birmingham","Small̴Brook̴Queensway","Small Brook Queensway"
2011,"Birmingham","Smallbrook̴Queensway","Smallbrook Queensway"
2011,"Birmingham","Smallbrook̴Queensway","Smallbrook Queensway"
2011,"Birmingham","Smallbrook̴Queensway","Smallbrook Queensway"
2011,"Birmingham","Smallbrook̴Queensway̴City̴Centre̴Birmingham","Smallbrook Queensway City Centre Birmingham"
2011,"Birmingham","Smallbrook̴Queensway,City̴Centre","Smallbrook Queensway,City Centre"
2011,"Birmingham","Smethwick̴End","Smethwick End"
2011,"Birmingham","Soho̴Hill","Soho Hill"
2011,"Birmingham","Soho̴Hill,̴Handsworth,̴Birmingham","Soho Hill, Handsworth, Birmingham"
2011,"Birmingham","Soho̴Rd","Soho Rd"
2011,"Birmingham","Soho̴Rd","Soho Rd"
2011,"Birmingham","Soho̴Rd","Soho Rd"
2011,"Birmingham","Soho̴Rd","Soho Rd"
2011,"Birmingham","Sommerfield̴Park,̴Winson̴Green","Sommerfield Park, Winson Green"
2011,"Birmingham","Square̴Peg̴Ph","Square Peg Ph"
2011,"Birmingham","Square̴Peg,Corporation̴St","Square Peg,Corporation St"
2011,"Birmingham","Star̴City,̴Aston","Star City, Aston"
2011,"Birmingham","Star̴City,̴Birmingham","Star City, Birmingham"
2011,"Birmingham","Star̴City,̴Nechells","Star City, Nechells"
2011,"Birmingham","Station̴Rd,̴City̴Centre","Station Rd, City Centre"
2011,"Birmingham","Steelhouse̴Ln","Steelhouse Ln"
2011,"Birmingham","Steelhouse̴Ln","Steelhouse Ln"
2011,"Birmingham","Steelhouse̴Ln","Steelhouse Ln"
2011,"Birmingham","Steelhouse̴Ln","Steelhouse Ln"
2011,"Birmingham","Steelhouse̴Ln","Steelhouse Ln"
2011,"Birmingham","Steelhouse̴Ln","Steelhouse Ln"
2011,"Birmingham","Steelhouse̴Ln","Steelhouse Ln"
2011,"Birmingham","Steelhouse̴Ln","Steelhouse Ln"
2011,"Birmingham","Steelhouse̴Ln̴Police̴Station","Steelhouse Ln Police Station"
2011,"Birmingham","Steelhouse̴Ln,̴Birmingham","Steelhouse Ln, Birmingham"
2011,"Birmingham","Steelhouse̴Ln,̴City̴Centre,̴Birmingham","Steelhouse Ln, City Centre, Birmingham"
2011,"Birmingham","Stephenson̴St","Stephenson St"
2011,"Birmingham","Stephenson̴St","Stephenson St"
2011,"Birmingham","Stephenson̴St,̴Birmingham̴City","Stephenson St, Birmingham City"
2011,"Birmingham","Stephenson̴St,̴City̴Centre","Stephenson St, City Centre"
2011,"Birmingham","Stephensons̴St","Stephensons St"
2011,"Birmingham","Suffolk̴St̴Queensway","Suffolk St Queensway"
2011,"Birmingham","Sugar̴Suite,̴Broad̴St","Sugar Suite, Broad St"
2011,"Birmingham","Summer̴Ln","Summer Ln"
2011,"Birmingham","Summer̴Row","Summer Row"
2011,"Birmingham","Temple̴Row","Temple Row"
2011,"Birmingham","Temple̴Row","Temple Row"
2011,"Birmingham","Tennant̴St","Tennant St"
2011,"Birmingham","Terrace̴Rd,̴Handsworth","Terrace Rd, Handsworth"
2011,"Birmingham","Tesco̴Aston̴Ln","Tesco Aston Ln"
2011,"Birmingham","Tesco̴Springhill","Tesco Springhill"
2011,"Birmingham","The̴Parade̴Sutton̴Coldfield","The Parade Sutton Coldfield"
2011,"Birmingham","The̴Parade,̴Sutton̴Coldfield","The Parade, Sutton Coldfield"
2011,"Birmingham","The̴Ramp,̴Corporation̴St,̴Birmingham","The Ramp, Corporation St, Birmingham"
2011,"Birmingham","The̴Ramp","The Ramp"
2011,"Birmingham","Thornhill̴Rd,̴Birmingham","Thornhill Rd, Birmingham"
2011,"Birmingham","Thornhill̴Rd,̴Handsworth","Thornhill Rd, Handsworth"
2011,"Birmingham","Thorpe̴St̴At̴Hurst̴St","Thorpe St At Hurst St"
2011,"Birmingham","Thorpe̴St","Thorpe St"
2011,"Birmingham","Trocadero̴Public̴House̴O/S","Trocadero Public House O/S"
2011,"Birmingham","Turners̴Pallets,̴Hayhole̴Rd","Turners Pallets, Hayhole Rd"
2011,"Birmingham","Upper̴Dean̴St","Upper Dean St"
2011,"Birmingham","Upper̴Dean̴St,̴Birmingham","Upper Dean St, Birmingham"
2011,"Birmingham","Upper̴Dean̴St,̴Birmingham̴City̴Centre","Upper Dean St, Birmingham City Centre"
2011,"Birmingham","Upper̴Dean̴St,̴City̴Centre","Upper Dean St, City Centre"
2011,"Birmingham","Upper̴Parade̴Sutton̴Coldfield","Upper Parade Sutton Coldfield"
2011,"Birmingham","Upper̴Parade̴Sutton̴Coldfield","Upper Parade Sutton Coldfield"
2011,"Birmingham","Victoria̴Square,̴̴Bham","Victoria Square, Bham"
2011,"Birmingham","Victoria̴Square,̴City̴Centre","Victoria Square, City Centre"
2011,"Birmingham","Waiverley̴Park,Handsworth","Waiverley Park,Handsworth"
2011,"Birmingham","Walkabout̴Bar̴Broad̴St","Walkabout Bar Broad St"
2011,"Birmingham","Walkabout̴Ph,̴Broad̴St,̴Birmingham","Walkabout Ph, Broad St, Birmingham"
2011,"Birmingham","Walkabout̴Ph,̴Broad̴St,̴Birmingham","Walkabout Ph, Broad St, Birmingham"
2011,"Birmingham","Walkabout,̴Broad̴St","Walkabout, Broad St"
2011,"Birmingham","Walsall̴Rd,̴̴Great̴Barr","Walsall Rd, Great Barr"
2011,"Birmingham","Walsall̴Rd,̴Perry̴Barr","Walsall Rd, Perry Barr"
2011,"Birmingham","Warf̴Rd̴Kings̴Norton","Warf Rd Kings Norton"
2011,"Birmingham","Warwards̴Ln","Warwards Ln"
2011,"Birmingham","Washington̴Drive,̴Handsworth̴Wood","Washington Drive, Handsworth Wood"
2011,"Birmingham","Washington̴St","Washington St"
2011,"Birmingham","Waterloo̴Rd,̴Smethwick","Waterloo Rd, Smethwick"
2011,"Birmingham","Waverhill̴Park,̴Handsworth","Waverhill Park, Handsworth"
2011,"Birmingham","Waverhill̴Rd,̴Handsworth","Waverhill Rd, Handsworth"
2011,"Birmingham","Way̴Entrance̴Villa̴Ground","Way Entrance Villa Ground"
2011,"Birmingham","Wellington̴Rd","Wellington Rd"
2011,"Birmingham","Witton̴Arms","Witton Arms"
2011,"Birmingham","Witton̴Rd","Witton Rd"
2011,"Birmingham","Witton̴Rd","Witton Rd"
2011,"Birmingham","Witton̴Rd̴Aston","Witton Rd Aston"
2011,"Birmingham","Wrottesley̴St","Wrottesley St"
2011,"Coventry","Primrose̴Hill̴Coventry","Primrose Hill Coventry"
2011,"Coventry","Albany̴Rd","Albany Rd"
2011,"Coventry","Aldbourne̴Rd","Aldbourne Rd"
2011,"Coventry","Aldermans̴Green̴Rd","Aldermans Green Rd"
2011,"Coventry","Allesley̴Old̴Rd","Allesley Old Rd"
2011,"Coventry","Almond̴Tree̴Ave","Almond Tree Ave"
2011,"Coventry","Arbury̴Ave̴Coventry","Arbury Ave Coventry"
2011,"Coventry","Arena̴Carpark̴A444","Arena Carpark A444"
2011,"Coventry","Argyle̴St̴Coventry","Argyle St Coventry"
2011,"Coventry","Armstrong̴Ave̴Stoke","Armstrong Ave Stoke"
2011,"Coventry","Ashorne̴Close","Ashorne Close"
2011,"Coventry","Attoxhall̴Rd","Attoxhall Rd"
2011,"Coventry","Averley̴Rd̴,̴Daimler̴Green","Averley Rd, Daimler Green"
2011,"Coventry","Awson̴St","Awson St"
2011,"Coventry","Bandals̴Surgery,̴Foleshill̴Rd","Bandals Surgery, Foleshill Rd"
2011,"Coventry","Bell̴Green̴Rd̴Junction̴A444","Bell Green Rd Junction A444"
2011,"Coventry","Bell̴Green̴Rd,̴Coventry","Bell Green Rd, Coventry"
2011,"Coventry","Bell̴Green̴Rd,̴Coventry","Bell Green Rd, Coventry"
2011,"Coventry","Binley̴Rd","Binley Rd"
2011,"Coventry","Binley̴Rd","Binley Rd"
2011,"Coventry","Binley̴Rd","Binley Rd"
2011,"Coventry","Binley̴Rd","Binley Rd"
2011,"Coventry","Bishop̴St","Bishop St"
2011,"Coventry","Blackhorse̴Ln","Blackhorse Ln"
2011,"Coventry","Blythe̴Rd","Blythe Rd"
2011,"Coventry","Bp̴Garage̴Ansty̴Rd","Bp Garage Ansty Rd"
2011,"Coventry","Bramble̴St̴Coventry","Bramble St Coventry"
2011,"Coventry","Braod̴Park̴Rd,̴Coventry","Braod Park Rd, Coventry"
2011,"Coventry","Bredon̴Ave,̴Coventry","Bredon Ave, Coventry"
2011,"Coventry","Broadgate",""
2011,"Coventry","Bull̴Yard","Bull Yard"
2011,"Coventry","Bushberry̴Ave","Bushberry Ave"
2011,"Coventry","Butts̴Rd̴Coventry","Butts Rd Coventry"
2011,"Coventry","Cashs̴Ln","Cashs Ln"
2011,"Coventry","Cauldon̴Rd","Cauldon Rd"
2011,"Coventry","Charter̴Ave","Charter Ave"
2011,"Coventry","Charter̴Ave̴Coventry","Charter Ave Coventry"
2011,"Coventry","Chester̴St","Chester St"
2011,"Coventry","Chesterton̴Rd","Chesterton Rd"
2011,"Coventry","Cheveral̴Ave,̴Coventry","Cheveral Ave, Coventry"
2011,"Coventry","Cliffbridge̴Rd","Cliffbridge Rd"
2011,"Coventry","Clifton̴St̴,Coventry","Clifton St,Coventry"
2011,"Coventry","Coc̴St","Coc St"
2011,"Coventry","Communal̴Landing̴At̴George̴Poole̴House,̴Coventry","Communal Landing At George Poole House, Coventry"
2011,"Coventry","Compton̴Rd","Compton Rd"
2011,"Coventry","Concourse̴Near̴Mortimers","Concourse Near Mortimers"
2011,"Coventry","Cook̴St","Cook St"
2011,"Coventry","Corporation̴St","Corporation St"
2011,"Coventry","Corporation̴St̴,Coventry","Corporation St,Coventry"
2011,"Coventry","Corporation̴St","Corporation St"
2011,"Coventry","Coundon̴Rd","Coundon Rd"
2011,"Coventry","Coventry",""
2011,"Coventry","Coventry̴Central̴Cells","Coventry Central Cells"
2011,"Coventry","Coventry̴Central̴Front̴Office","Coventry Central Front Office"
2011,"Coventry","Coventry̴Central̴Pol̴Stn","Coventry Central Pol Stn"
2011,"Coventry","Coventry̴Central̴Police̴Station","Coventry Central Police Station"
2011,"Coventry","Coventry̴Central̴Police̴Station","Coventry Central Police Station"
2011,"Coventry","Coventry̴Central̴Ps","Coventry Central Ps"
2011,"Coventry","Coventry̴Central̴Ps","Coventry Central Ps"
2011,"Coventry","Coventry̴Railwat̴Station","Coventry Railwat Station"
2011,"Coventry","Coventry̴Railway̴Station","Coventry Railway Station"
2011,"Coventry","Coventry̴Train̴Station","Coventry Train Station"
2011,"Coventry","Cox̴St","Cox St"
2011,"Coventry","Cross̴Rd","Cross Rd"
2011,"Coventry","Devonshire̴Arms","Devonshire Arms"
2011,"Coventry","Duckham̴Court","Duckham Court"
2011,"Coventry","Earlsdon̴High̴St","Earlsdon High St"
2011,"Coventry","Elms̴Pub,̴Birmingham̴Rd","Elms Pub, Birmingham Rd"
2011,"Coventry","Fairfax̴St","Fairfax St"
2011,"Coventry","Far̴Gosford̴St","Far Gosford St"
2011,"Coventry","Far̴Gosford̴St","Far Gosford St"
2011,"Coventry","Farndale̴Ave","Farndale Ave"
2011,"Coventry","Farndale̴Ave","Farndale Ave"
2011,"Coventry","Foleshill̴Rd","Foleshill Rd"
2011,"Coventry","Foleshill̴Rd","Foleshill Rd"
2011,"Coventry","Foleshill̴Rd","Foleshill Rd"
2011,"Coventry","Foleshill̴Rd","Foleshill Rd"
2011,"Coventry","Foleshill̴Rd,̴Coventry","Foleshill Rd, Coventry"
2011,"Coventry","Four̴Pounds̴Ave,̴Coventry","Four Pounds Ave, Coventry"
2011,"Coventry","Friars̴Rd","Friars Rd"
2011,"Coventry","Front̴Of̴Coventry̴Central̴Police̴Station","Front Of Coventry Central Police Station"
2011,"Coventry","Front̴Office","Front Office"
2011,"Coventry","Front̴Office","Front Office"
2011,"Coventry","Gala̴Bingo,̴Pool̴Meadow","Gala Bingo, Pool Meadow"
2011,"Coventry","Gosford̴St","Gosford St"
2011,"Coventry","Gosford̴St","Gosford St"
2011,"Coventry","Gosford̴St","Gosford St"
2011,"Coventry","Greyfriars̴St̴Coventry","Greyfriars St Coventry"
2011,"Coventry","Gulson̴Rd̴Coventry","Gulson Rd Coventry"
2011,"Coventry","Gulson̴Rd̴Coventry","Gulson Rd Coventry"
2011,"Coventry","Hale̴St","Hale St"
2011,"Coventry","Hales̴St,̴Coventry","Hales St, Coventry"
2011,"Coventry","Hartfrod̴St","Hartfrod St"
2011,"Coventry","Hayle̴St","Hayle St"
2011,"Coventry","Hayles̴St","Hayles St"
2011,"Coventry","Hedgefield̴Way","Hedgefield Way"
2011,"Coventry","Herald̴Way̴Coventry","Herald Way Coventry"
2011,"Coventry","High̴St̴Coventry","High St Coventry"
2011,"Coventry","High̴St","High St"
2011,"Coventry","High̴St","High St"
2011,"Coventry","Hill̴St","Hill St"
2011,"Coventry","Hipswell̴Highway","Hipswell Highway"
2011,"Coventry","Holmesdale̴Rd","Holmesdale Rd"
2011,"Coventry","Hurst̴Rd","Hurst Rd"
2011,"Coventry","Ibis̴Hotel","Ibis Hotel"
2011,"Coventry","Ikea̴Car̴Park","Ikea Car Park"
2011,"Coventry","Ikea̴Plaza","Ikea Plaza"
2011,"Coventry","Iron̴Monger̴Row","Iron Monger Row"
2011,"Coventry","Jardine̴Crescent","Jardine Crescent"
2011,"Coventry","Jardine̴Crescent","Jardine Crescent"
2011,"Coventry","Jasrdine̴Crescent","Jasrdine Crescent"
2011,"Coventry","Jd̴Wetherspoon̴Earlsdon","Jd Wetherspoon Earlsdon"
2011,"Coventry","Jordan̴Well","Jordan Well"
2011,"Coventry","Jordan̴Well̴,̴Coventry","Jordan Well, Coventry"
2011,"Coventry","Jubilee̴Cresent","Jubilee Cresent"
2011,"Coventry","Kirby̴Rd","Kirby Rd"
2011,"Coventry","Lady̴Ln","Lady Ln"
2011,"Coventry","Lambeth̴Close","Lambeth Close"
2011,"Coventry","Leader̴Close","Leader Close"
2011,"Coventry","Lidice̴Place","Lidice Place"
2011,"Coventry","Lincoln̴St̴,Coventry","Lincoln St,Coventry"
2011,"Coventry","Littl̴Park̴St","Littl Park St"
2011,"Coventry","Little̴Park̴St̴,Coventry","Little Park St,Coventry"
2011,"Coventry","Little̴Park̴St̴,Coventry","Little Park St,Coventry"
2011,"Coventry","Little̴Park̴St̴Coventry","Little Park St Coventry"
2011,"Coventry","Little̴Park̴St","Little Park St"
2011,"Coventry","Little̴Park̴St","Little Park St"
2011,"Coventry","Little̴Park̴St","Little Park St"
2011,"Coventry","Little̴Park̴St","Little Park St"
2011,"Coventry","Little̴Park̴St","Little Park St"
2011,"Coventry","Little̴Park̴St","Little Park St"
2011,"Coventry","Little̴Park̴St","Little Park St"
2011,"Coventry","Little̴Park̴St","Little Park St"
2011,"Coventry","Little̴Park̴St","Little Park St"
2011,"Coventry","London̴Rd","London Rd"
2011,"Coventry","London̴Rd","London Rd"
2011,"Coventry","Longford̴Rd","Longford Rd"
2011,"Coventry","Lower̴Ford̴St","Lower Ford St"
2011,"Coventry","Lower̴Ford̴St","Lower Ford St"
2011,"Coventry","Lower̴Holyhead̴D̴Jtn̴With̴Spon̴St","Lower Holyhead D Jtn With Spon St"
2011,"Coventry","Lower̴Holyhead̴Rd̴Coventry","Lower Holyhead Rd Coventry"
2011,"Coventry","Lower̴Holyhead̴Rd̴Coventry","Lower Holyhead Rd Coventry"
2011,"Coventry","Lower̴Precinct̴Coventry","Lower Precinct Coventry"
2011,"Coventry","Mafo",""
2011,"Coventry","Manor̴House̴Drive","Manor House Drive"
2011,"Coventry","Market̴Way","Market Way"
2011,"Coventry","Mary̴Slessor̴St","Mary Slessor St"
2011,"Coventry","Masser̴Rd","Masser Rd"
2011,"Coventry","Mcdonalds̴Restaurant̴A45̴,Coventry","Mcdonalds Restaurant A45,Coventry"
2011,"Coventry","Memorial̴Park,̴Coventry","Memorial Park, Coventry"
2011,"Coventry","Middle̴Ride","Middle Ride"
2011,"Coventry","Mile̴Ln","Mile Ln"
2011,"Coventry","Mile̴Ln","Mile Ln"
2011,"Coventry","Millenium̴Place","Millenium Place"
2011,"Coventry","Millenium̴Place","Millenium Place"
2011,"Coventry","Mint̴Casino,̴King̴William̴St","Mint Casino, King William St"
2011,"Coventry","Miranda̴Close","Miranda Close"
2011,"Coventry","Morris̴Rd","Morris Rd"
2011,"Coventry","Motor̴Museum","Motor Museum"
2011,"Coventry","New̴Union̴St","New Union St"
2011,"Coventry","Norman̴Place̴Rd","Norman Place Rd"
2011,"Coventry","Northy̴Rd","Northy Rd"
2011,"Coventry","O/S̴Ccfo","O/S Ccfo"
2011,"Coventry","O/S̴Coventry̴Central̴Police̴Station","O/S Coventry Central Police Station"
2011,"Coventry","O/S̴Gosford̴Arms","O/S Gosford Arms"
2011,"Coventry","Oak̴Gosford̴St","Oak Gosford St"
2011,"Coventry","Outside̴Coventry̴Central̴Ps","Outside Coventry Central Ps"
2011,"Coventry","Outside̴Foleshill̴Ps","Outside Foleshill Ps"
2011,"Coventry","Outside̴Front̴Of̴Coventry̴Central̴Police̴Station","Outside Front Of Coventry Central Police Station"
2011,"Coventry","Outside̴Heat̴Bar","Outside Heat Bar"
2011,"Coventry","Outside̴Kasbars","Outside Kasbars"
2011,"Coventry","Outside̴Of̴The̴Jewson̴Stand,̴Richo̴Arena,̴Coventry","Outside Of The Jewson Stand, Richo Arena, Coventry"
2011,"Coventry","Owenford̴Rd","Owenford Rd"
2011,"Coventry","Palm̴Tree̴Ave,̴Wood̴End","Palm Tree Ave, Wood End"
2011,"Coventry","Palmer̴Ln̴,̴Coventry","Palmer Ln, Coventry"
2011,"Coventry","Palmer̴Ln̴,̴Coventry","Palmer Ln, Coventry"
2011,"Coventry","Palmer̴Ln̴,̴Coventry","Palmer Ln, Coventry"
2011,"Coventry","Penruddick̴Drive,̴Coventry","Penruddick Drive, Coventry"
2011,"Coventry","Plymouth̴Close","Plymouth Close"
2011,"Coventry","Pool̴Meadow","Pool Meadow"
2011,"Coventry","Pool̴Meadow̴Bus̴Station","Pool Meadow Bus Station"
2011,"Coventry","Pool̴Meadow̴Bus̴Stn","Pool Meadow Bus Stn"
2011,"Coventry","Poolmeadow",""
2011,"Coventry","Poolmeadow̴Bus̴Station","Poolmeadow Bus Station"
2011,"Coventry","Poolmeadow̴Bus̴Station","Poolmeadow Bus Station"
2011,"Coventry","Poppy̴Court,̴Remembrance̴Rd,̴Willenhall,̴Coventry","Poppy Court, Remembrance Rd, Willenhall, Coventry"
2011,"Coventry","Primrose̴Hill̴St","Primrose Hill St"
2011,"Coventry","Primrose̴Hill̴St","Primrose Hill St"
2011,"Coventry","Primrose̴Hill̴St","Primrose Hill St"
2011,"Coventry","Primrose̴Hill̴St̴,Coventry","Primrose Hill St,Coventry"
2011,"Coventry","Princethorpe̴Way","Princethorpe Way"
2011,"Coventry","Priory̴Fields,̴Coventry","Priory Fields, Coventry"
2011,"Coventry","Priory̴Gardens","Priory Gardens"
2011,"Coventry","Priory̴St","Priory St"
2011,"Coventry","Puma̴Way","Puma Way"
